"","region","subregion","TOT_POP","FIPS"
"1240","Michigan","Barry County",62061,"26015"
"1241","Michigan","Bay County",102387,"26017"
"1242","Michigan","Benzie County",17852,"26019"
"1243","Michigan","Berrien County",153025,"26021"
"1244","Michigan","Branch County",43424,"26023"
"1245","Michigan","Calhoun County",133580,"26025"
"1246","Michigan","Cass County",51584,"26027"
"1247","Michigan","Charlevoix County",26105,"26029"
"1248","Michigan","Cheboygan County",25365,"26031"
"1249","Michigan","Chippewa County",36958,"26033"
"1250","Michigan","Clare County",30771,"26035"
"1251","Michigan","Clinton County",79753,"26037"
"1252","Michigan","Crawford County",13981,"26039"
"1253","Michigan","Delta County",35612,"26041"
"1254","Michigan","Dickinson County",25112,"26043"
"1255","Michigan","Eaton County",110148,"26045"
"1256","Michigan","Emmet County",33342,"26047"
"1257","Michigan","Genesee County",404794,"26049"
"1258","Michigan","Gladwin County",25424,"26051"
"1259","Michigan","Gogebic County",13842,"26053"
"1260","Michigan","Grand Traverse County",93592,"26055"
"1261","Michigan","Gratiot County",40283,"26057"
"1262","Michigan","Hillsdale County",45658,"26059"
"1263","Michigan","Houghton County",35126,"26061"
"1264","Michigan","Huron County",30653,"26063"
"1265","Michigan","Ingham County",290609,"26065"
"1266","Michigan","Ionia County",64553,"26067"
"1267","Michigan","Iosco County",25140,"26069"
"1268","Michigan","Iron County",11066,"26071"
"1269","Michigan","Isabella County",69504,"26073"
"1270","Michigan","Jackson County",156920,"26075"
"1271","Michigan","Kalamazoo County",265988,"26077"
"1272","Michigan","Kalkaska County",18003,"26079"
"1273","Michigan","Kent County",658708,"26081"
"1274","Michigan","Keweenaw County",2119,"26083"
"1275","Michigan","Lake County",11587,"26085"
"1276","Michigan","Lapeer County",87635,"26087"
"1277","Michigan","Leelanau County",21743,"26089"
"1278","Michigan","Lenawee County",97808,"26091"
"1279","Michigan","Livingston County",192335,"26093"
"1280","Michigan","Luce County",6126,"26095"
"1281","Michigan","Mackinac County",10839,"26097"
"1282","Michigan","Macomb County",870791,"26099"
"1283","Michigan","Manistee County",24738,"26101"
"1284","Michigan","Marquette County",65834,"26103"
"1285","Michigan","Mason County",29164,"26105"
"1286","Michigan","Mecosta County",43907,"26107"
"1287","Michigan","Menominee County",22608,"26109"
"1288","Michigan","Midland County",83441,"26111"
"1289","Michigan","Missaukee County",15152,"26113"
"1290","Michigan","Monroe County",150568,"26115"
"1291","Michigan","Montcalm County",63476,"26117"
"1292","Michigan","Montmorency County",9337,"26119"
"1293","Michigan","Muskegon County",173883,"26121"
"1294","Michigan","Newaygo County",49348,"26123"
"1295","Michigan","Oakland County",1253459,"26125"
"1296","Michigan","Oceana County",26819,"26127"
"1297","Michigan","Ogemaw County",20923,"26129"
"1298","Michigan","Ontonagon County",5656,"26131"
"1299","Michigan","Osceola County",23466,"26133"
"1300","Michigan","Oscoda County",8368,"26135"
"1301","Michigan","Otsego County",24765,"26137"
"1302","Michigan","Ottawa County",294635,"26139"
"1303","Michigan","Presque Isle County",12665,"26141"
"1304","Michigan","Roscommon County",23986,"26143"
"1305","Michigan","Saginaw County",189868,"26145"
"1306","Michigan","St. Clair County",159293,"26147"
"1307","Michigan","St. Joseph County",60848,"26149"
"1308","Michigan","Sanilac County",40747,"26151"
"1309","Michigan","Schoolcraft County",8104,"26153"
"1310","Michigan","Shiawassee County",67738,"26155"
"1311","Michigan","Tuscola County",52289,"26157"
"1312","Michigan","Van Buren County",75474,"26159"
"1313","Michigan","Washtenaw County",366473,"26161"
"1314","Michigan","Wayne County",1740623,"26163"
"1315","Michigan","Wexford County",33743,"26165"
"1316","Minnesota","Aitkin County",15848,"27001"
"1317","Minnesota","Anoka County",359921,"27003"
"1318","Minnesota","Becker County",34456,"27005"
"1319","Minnesota","Beltrami County",47442,"27007"
"1320","Minnesota","Benton County",40958,"27009"
"1321","Minnesota","Big Stone County",4923,"27011"
"1322","Minnesota","Blue Earth County",68241,"27013"
"1323","Minnesota","Brown County",24846,"27015"
"1324","Minnesota","Carlton County",35769,"27017"
"1325","Minnesota","Carver County",106565,"27019"
"1326","Minnesota","Cass County",29928,"27021"
"1327","Minnesota","Chippewa County",11758,"27023"
"1328","Minnesota","Chisago County",56794,"27025"
"1329","Minnesota","Clay County",64690,"27027"
"1330","Minnesota","Clearwater County",9017,"27029"
"1331","Minnesota","Cook County",5417,"27031"
"1332","Minnesota","Cottonwood County",11242,"27033"
"1333","Minnesota","Crow Wing County",65644,"27035"
"1334","Minnesota","Dakota County",431807,"27037"
"1335","Minnesota","Dodge County",20987,"27039"
"1336","Minnesota","Douglas County",38328,"27041"
"1337","Minnesota","Faribault County",13601,"27043"
"1338","Minnesota","Fillmore County",21135,"27045"
"1339","Minnesota","Freeborn County",30364,"27047"
"1340","Minnesota","Goodhue County",46318,"27049"
"1341","Minnesota","Grant County",6026,"27051"
"1342","Minnesota","Hennepin County",1268408,"27053"
"1343","Minnesota","Houston County",18632,"27055"
"1344","Minnesota","Hubbard County",21783,"27057"
"1345","Minnesota","Isanti County",41429,"27059"
"1346","Minnesota","Itasca County",45268,"27061"
"1347","Minnesota","Jackson County",9768,"27063"
"1348","Minnesota","Kanabec County",16416,"27065"
"1349","Minnesota","Kandiyohi County",43130,"27067"
"1350","Minnesota","Kittson County",4214,"27069"
"1351","Minnesota","Koochiching County",12059,"27071"
"1352","Minnesota","Lac qui Parle County",6527,"27073"
"1353","Minnesota","Lake County",10639,"27075"
"1354","Minnesota","Lake of the Woods County",3754,"27077"
"1355","Minnesota","Le Sueur County",28741,"27079"
"1356","Minnesota","Lincoln County",5568,"27081"
"1357","Minnesota","Lyon County",25271,"27083"
"1358","Minnesota","McLeod County",35710,"27085"
"1359","Minnesota","Mahnomen County",5473,"27087"
"1360","Minnesota","Marshall County",9321,"27089"
"1361","Minnesota","Martin County",19484,"27091"
"1362","Minnesota","Meeker County",23341,"27093"
"1363","Minnesota","Mille Lacs County",26146,"27095"
"1364","Minnesota","Morrison County",33187,"27097"
"1365","Minnesota","Mower County",40150,"27099"
"1366","Minnesota","Murray County",8155,"27101"
"1367","Minnesota","Nicollet County",34482,"27103"
"1368","Minnesota","Nobles County",21400,"27105"
"1369","Minnesota","Norman County",6338,"27107"
"1370","Minnesota","Olmsted County",159298,"27109"
"1371","Minnesota","Otter Tail County",58741,"27111"
"1372","Minnesota","Pennington County",13874,"27113"
"1373","Minnesota","Pine County",29359,"27115"
"1374","Minnesota","Pipestone County",9121,"27117"
"1375","Minnesota","Polk County",30900,"27119"
"1376","Minnesota","Pope County",11277,"27121"
"1377","Minnesota","Ramsey County",547903,"27123"
"1378","Minnesota","Red Lake County",4046,"27125"
"1379","Minnesota","Redwood County",15079,"27127"
"1380","Minnesota","Renville County",14403,"27129"
"1381","Minnesota","Rice County",67084,"27131"
"1382","Minnesota","Rock County",9301,"27133"
"1383","Minnesota","Roseau County",15117,"27135"
"1384","Minnesota","St. Louis County",198538,"27137"
"1385","Minnesota","Scott County",150689,"27139"
"1386","Minnesota","Sherburne County",98811,"27141"
"1387","Minnesota","Sibley County",14715,"27143"
"1388","Minnesota","Stearns County",162038,"27145"
"1389","Minnesota","Steele County",36596,"27147"
"1390","Minnesota","Stevens County",9765,"27149"
"1391","Minnesota","Swift County",9176,"27151"
"1392","Minnesota","Todd County",24732,"27153"
"1393","Minnesota","Traverse County",3218,"27155"
"1394","Minnesota","Wabasha County",21642,"27157"
"1395","Minnesota","Wadena County",13807,"27159"
"1396","Minnesota","Waseca County",18550,"27161"
"1397","Minnesota","Washington County",265476,"27163"
"1398","Minnesota","Watonwan County",10792,"27165"
"1399","Minnesota","Wilkin County",6161,"27167"
"1400","Minnesota","Winona County",50485,"27169"
"1401","Minnesota","Wright County",140249,"27171"
"1402","Minnesota","Yellow Medicine County",9580,"27173"
"1403","Mississippi","Adams County",30275,"28001"
"1404","Mississippi","Alcorn County",36889,"28003"
"1405","Mississippi","Amite County",12205,"28005"
"1406","Mississippi","Attala County",18004,"28007"
"1407","Mississippi","Benton County",8351,"28009"
"1408","Mississippi","Bolivar County",30142,"28011"
"1409","Mississippi","Calhoun County",14241,"28013"
"1410","Mississippi","Carroll County",9732,"28015"
"1411","Mississippi","Chickasaw County",16951,"28017"
"1412","Mississippi","Choctaw County",8063,"28019"
"1413","Mississippi","Claiborne County",8911,"28021"
"1414","Mississippi","Clarke County",15299,"28023"
"1415","Mississippi","Clay County",19352,"28025"
"1416","Mississippi","Coahoma County",21564,"28027"
"1417","Mississippi","Copiah County",27933,"28029"
"1418","Mississippi","Covington County",18518,"28031"
"1419","Mississippi","DeSoto County",188275,"28033"
"1420","Mississippi","Forrest County",75009,"28035"
"1421","Mississippi","Franklin County",7657,"28037"
"1422","Mississippi","George County",24425,"28039"
"1423","Mississippi","Greene County",13477,"28041"
"1424","Mississippi","Grenada County",20610,"28043"
"1425","Mississippi","Hancock County",48000,"28045"
"1426","Mississippi","Harrison County",208801,"28047"
"1427","Mississippi","Hinds County",227966,"28049"
"1428","Mississippi","Holmes County",16726,"28051"
"1429","Mississippi","Humphreys County",7827,"28053"
"1430","Mississippi","Issaquena County",1220,"28055"
"1431","Mississippi","Itawamba County",23261,"28057"
"1432","Mississippi","Jackson County",143802,"28059"
"1433","Mississippi","Jasper County",16332,"28061"
"1434","Mississippi","Jefferson County",6997,"28063"
"1435","Mississippi","Jefferson Davis County",10890,"28065"
"1436","Mississippi","Jones County",67993,"28067"
"1437","Mississippi","Kemper County",9521,"28069"
"1438","Mississippi","Lafayette County",54408,"28071"
"1439","Mississippi","Lamar County",64165,"28073"
"1440","Mississippi","Lauderdale County",73751,"28075"
"1441","Mississippi","Lawrence County",12480,"28077"
"1442","Mississippi","Leake County",22741,"28079"
"1443","Mississippi","Lee County",85466,"28081"
"1444","Mississippi","Leflore County",27854,"28083"
"1445","Mississippi","Lincoln County",33936,"28085"
"1446","Mississippi","Lowndes County",58309,"28087"
"1447","Mississippi","Madison County",106871,"28089"
"1448","Mississippi","Marion County",24441,"28091"
"1449","Mississippi","Marshall County",35301,"28093"
"1450","Mississippi","Monroe County",35123,"28095"
"1451","Mississippi","Montgomery County",9661,"28097"
"1452","Mississippi","Neshoba County",28996,"28099"
"1453","Mississippi","Newton County",20866,"28101"
"1454","Mississippi","Noxubee County",10236,"28103"
"1455","Mississippi","Oktibbeha County",49789,"28105"
"1456","Mississippi","Panola County",33848,"28107"
"1457","Mississippi","Pearl River County",55876,"28109"
"1458","Mississippi","Perry County",11862,"28111"
"1459","Mississippi","Pike County",38997,"28113"
"1460","Mississippi","Pontotoc County",32461,"28115"
"1461","Mississippi","Prentiss County",25013,"28117"
"1462","Mississippi","Quitman County",6760,"28119"
"1463","Mississippi","Rankin County",155975,"28121"
"1464","Mississippi","Scott County",28061,"28123"
"1465","Mississippi","Sharkey County",4160,"28125"
"1466","Mississippi","Simpson County",26629,"28127"
"1467","Mississippi","Smith County",15779,"28129"
"1468","Mississippi","Stone County",18360,"28131"
"1469","Mississippi","Sunflower County",24740,"28133"
"1470","Mississippi","Tallahatchie County",13707,"28135"
"1471","Mississippi","Tate County",28539,"28137"
"1472","Mississippi","Tippah County",21748,"28139"
"1473","Mississippi","Tishomingo County",19275,"28141"
"1474","Mississippi","Tunica County",9392,"28143"
"1475","Mississippi","Union County",28866,"28145"
"1476","Mississippi","Walthall County",14294,"28147"
"1477","Mississippi","Warren County",44841,"28149"
"1478","Mississippi","Washington County",42837,"28151"
"1479","Mississippi","Wayne County",20317,"28153"
"1480","Mississippi","Webster County",9676,"28155"
"1481","Mississippi","Wilkinson County",8351,"28157"
"1482","Mississippi","Winston County",17845,"28159"
"1483","Mississippi","Yalobusha County",11982,"28161"
"1484","Mississippi","Yazoo County",26982,"28163"
"1485","Missouri","Adair County",25399,"29001"
"1486","Missouri","Andrew County",17586,"29003"
"1487","Missouri","Atchison County",5096,"29005"
"1488","Missouri","Audrain County",24835,"29007"
"1489","Missouri","Barry County",35818,"29009"
"1490","Missouri","Barton County",11592,"29011"
"1491","Missouri","Bates County",16242,"29013"
"1492","Missouri","Benton County",19627,"29015"
"1493","Missouri","Bollinger County",12111,"29017"
"1494","Missouri","Boone County",182991,"29019"
"1495","Missouri","Buchanan County",86530,"29021"
"1496","Missouri","Butler County",42178,"29023"
"1497","Missouri","Caldwell County",9051,"29025"
"1498","Missouri","Callaway County",44887,"29027"
"1499","Missouri","Camden County",46414,"29029"
"1500","Missouri","Cape Girardeau County",79512,"29031"
"1501","Missouri","Carroll County",8554,"29033"
"1502","Missouri","Carter County",5991,"29035"
"1503","Missouri","Cass County",106806,"29037"
"1504","Missouri","Cedar County",14322,"29039"
"1505","Missouri","Chariton County",7360,"29041"
"1506","Missouri","Christian County",90655,"29043"
"1507","Missouri","Clark County",6830,"29045"
"1508","Missouri","Clay County",253463,"29047"
"1509","Missouri","Clinton County",20553,"29049"
"1510","Missouri","Cole County",76191,"29051"
"1511","Missouri","Cooper County",17102,"29053"
"1512","Missouri","Crawford County",23739,"29055"
"1513","Missouri","Dade County",7568,"29057"
"1514","Missouri","Dallas County",17219,"29059"
"1515","Missouri","Daviess County",8283,"29061"
"1516","Missouri","DeKalb County",10944,"29063"
"1517","Missouri","Dent County",15481,"29065"
"1518","Missouri","Douglas County",13344,"29067"
"1519","Missouri","Dunklin County",28878,"29069"
"1520","Missouri","Franklin County",104469,"29071"
"1521","Missouri","Gasconade County",14566,"29073"
"1522","Missouri","Gentry County",6484,"29075"
"1523","Missouri","Greene County",294997,"29077"
"1524","Missouri","Grundy County",9595,"29079"
"1525","Missouri","Harrison County",8321,"29081"
"1526","Missouri","Henry County",22076,"29083"
"1527","Missouri","Hickory County",9586,"29085"
"1528","Missouri","Holt County",4232,"29087"
"1529","Missouri","Howard County",10001,"29089"
"1530","Missouri","Howell County",40262,"29091"
"1531","Missouri","Iron County",10098,"29093"
"1532","Missouri","Jackson County",705925,"29095"
"1533","Missouri","Jasper County",121648,"29097"
"1534","Missouri","Jefferson County",226543,"29099"
"1535","Missouri","Johnson County",54219,"29101"
"1536","Missouri","Knox County",3940,"29103"
"1537","Missouri","Laclede County",35895,"29105"
"1538","Missouri","Lafayette County",33006,"29107"
"1539","Missouri","Lawrence County",38175,"29109"
"1540","Missouri","Lewis County",9810,"29111"
"1541","Missouri","Lincoln County",60119,"29113"
"1542","Missouri","Linn County",11830,"29115"
"1543","Missouri","Livingston County",14413,"29117"
"1544","Missouri","McDonald County",22900,"29119"
"1545","Missouri","Macon County",15095,"29121"
"1546","Missouri","Madison County",12113,"29123"
"1547","Missouri","Maries County",8795,"29125"
"1548","Missouri","Marion County",28423,"29127"
"1549","Missouri","Mercer County",3558,"29129"
"1550","Missouri","Miller County",25791,"29131"
"1551","Missouri","Mississippi County",12691,"29133"
"1552","Missouri","Moniteau County",15585,"29135"
"1553","Missouri","Monroe County",8672,"29137"
"1554","Missouri","Montgomery County",11294,"29139"
"1555","Missouri","Morgan County",20716,"29141"
"1556","Missouri","New Madrid County",16693,"29143"
"1557","Missouri","Newton County",58451,"29145"
"1558","Missouri","Nodaway County",21743,"29147"
"1559","Missouri","Oregon County",10411,"29149"
"1560","Missouri","Osage County",13535,"29151"
"1561","Missouri","Ozark County",9083,"29153"
"1562","Missouri","Pemiscot County",15600,"29155"
"1563","Missouri","Perry County",19194,"29157"
"1564","Missouri","Pettis County",42490,"29159"
"1565","Missouri","Phelps County",44414,"29161"
"1566","Missouri","Pike County",17552,"29163"
"1567","Missouri","Platte County",106532,"29165"
"1568","Missouri","Polk County",32490,"29167"
"1569","Missouri","Pulaski County",52709,"29169"
"1570","Missouri","Putnam County",4688,"29171"
"1571","Missouri","Ralls County",10299,"29173"
"1572","Missouri","Randolph County",24409,"29175"
"1573","Missouri","Ray County",22915,"29177"
"1574","Missouri","Reynolds County",6198,"29179"
"1575","Missouri","Ripley County",13300,"29181"
"1576","Missouri","St. Charles County",406204,"29183"
"1577","Missouri","St. Clair County",9689,"29185"
"1578","Missouri","Ste. Genevieve County",17924,"29186"
"1579","Missouri","St. Francois County",66485,"29187"
"1580","Missouri","St. Louis County",994020,"29189"
"1581","Missouri","Saline County",22858,"29195"
"1582","Missouri","Schuyler County",4534,"29197"
"1583","Missouri","Scotland County",4871,"29199"
"1584","Missouri","Scott County",38288,"29201"
"1585","Missouri","Shannon County",8203,"29203"
"1586","Missouri","Shelby County",5919,"29205"
"1587","Missouri","Stoddard County",29001,"29207"
"1588","Missouri","Stone County",32465,"29209"
"1589","Missouri","Sullivan County",6033,"29211"
"1590","Missouri","Taney County",56104,"29213"
"1591","Missouri","Texas County",25112,"29215"
"1592","Missouri","Vernon County",20388,"29217"
"1593","Missouri","Warren County",36594,"29219"
"1594","Missouri","Washington County",24604,"29221"
"1595","Missouri","Wayne County",12769,"29223"
"1596","Missouri","Webster County",39859,"29225"
"1597","Missouri","Worth County",1953,"29227"
"1598","Missouri","Wright County",18325,"29229"
"1599","Missouri","St. Louis city",297645,"29510"
"1600","Montana","Beaverhead County",9483,"30001"
"1601","Montana","Big Horn County",13063,"30003"
"1602","Montana","Blaine County",6568,"30005"
"1603","Montana","Broadwater County",6444,"30007"
"1604","Montana","Carbon County",10921,"30009"
"1605","Montana","Carter County",1235,"30011"
"1606","Montana","Cascade County",81346,"30013"
"1607","Montana","Chouteau County",5699,"30015"
"1608","Montana","Custer County",11292,"30017"
"1609","Montana","Daniels County",1638,"30019"
"1610","Montana","Dawson County",8555,"30021"
"1611","Montana","Deer Lodge County",9204,"30023"
"1612","Montana","Fallon County",2826,"30025"
"1613","Montana","Fergus County",11104,"30027"
"1614","Montana","Flathead County",105851,"30029"
"1615","Montana","Gallatin County",116806,"30031"
"1616","Montana","Garfield County",1268,"30033"
"1617","Montana","Glacier County",13594,"30035"
"1618","Montana","Golden Valley County",827,"30037"
"1619","Montana","Granite County",3317,"30039"
"1620","Montana","Hill County",16358,"30041"
"1621","Montana","Jefferson County",12360,"30043"
"1622","Montana","Judith Basin County",1994,"30045"
"1623","Montana","Lake County",30986,"30047"
"1624","Montana","Lewis and Clark County",70229,"30049"
"1625","Montana","Liberty County",2369,"30051"
"1626","Montana","Lincoln County",20343,"30053"
"1627","Montana","McCone County",1648,"30055"
"1628","Montana","Madison County",8959,"30057"
"1629","Montana","Meagher County",1831,"30059"
"1630","Montana","Mineral County",4544,"30061"
"1631","Montana","Missoula County",121630,"30063"
"1632","Montana","Musselshell County",4669,"30065"
"1633","Montana","Park County",16760,"30067"
"1634","Montana","Petroleum County",500,"30069"
"1635","Montana","Phillips County",3919,"30071"
"1636","Montana","Pondera County",5782,"30073"
"1637","Montana","Powder River County",1681,"30075"
"1638","Montana","Powell County",6817,"30077"
"1639","Montana","Prairie County",1067,"30079"
"1640","Montana","Ravalli County",45002,"30081"
"1641","Montana","Richland County",11043,"30083"
"1642","Montana","Roosevelt County",10964,"30085"
"1643","Montana","Rosebud County",8836,"30087"
"1644","Montana","Sanders County",12157,"30089"
"1645","Montana","Sheridan County",3261,"30091"
"1646","Montana","Silver Bow County",35180,"30093"
"1647","Montana","Stillwater County",9888,"30095"
"1648","Montana","Sweet Grass County",3684,"30097"
"1649","Montana","Teton County",6249,"30099"
"1650","Montana","Toole County",4686,"30101"
"1651","Montana","Treasure County",695,"30103"
"1652","Montana","Valley County",7359,"30105"
"1653","Montana","Wheatland County",2157,"30107"
"1654","Montana","Wibaux County",939,"30109"
"1655","Montana","Yellowstone County",162990,"30111"
"1656","Nebraska","Adams County",31321,"31001"
"1657","Nebraska","Antelope County",6264,"31003"
"1658","Nebraska","Arthur County",466,"31005"
"1659","Nebraska","Banner County",786,"31007"
"1660","Nebraska","Blaine County",457,"31009"
"1661","Nebraska","Boone County",5096,"31011"
"1662","Nebraska","Box Butte County",10696,"31013"
"1663","Nebraska","Boyd County",1860,"31015"
"1664","Nebraska","Brown County",2981,"31017"
"1665","Nebraska","Buffalo County",50114,"31019"
"1666","Nebraska","Burt County",6477,"31021"
"1667","Nebraska","Butler County",7960,"31023"
"1668","Nebraska","Cass County",26232,"31025"
"1669","Nebraska","Cedar County",8414,"31027"
"1670","Nebraska","Chase County",3840,"31029"
"1671","Nebraska","Cherry County",5781,"31031"
"1672","Nebraska","Cheyenne County",9111,"31033"
"1673","Nebraska","Clay County",6216,"31035"
"1674","Nebraska","Colfax County",10587,"31037"
"1675","Nebraska","Cuming County",8798,"31039"
"1676","Nebraska","Custer County",10626,"31041"
"1677","Nebraska","Dakota County",20070,"31043"
"1678","Nebraska","Dawes County",8361,"31045"
"1679","Nebraska","Dawson County",23510,"31047"
"1680","Nebraska","Deuel County",1793,"31049"
"1681","Nebraska","Dixon County",5596,"31051"
"1682","Nebraska","Dodge County",36222,"31053"
"1683","Nebraska","Douglas County",574332,"31055"
"1684","Nebraska","Dundy County",1671,"31057"
"1685","Nebraska","Fillmore County",5519,"31059"
"1686","Nebraska","Franklin County",2940,"31061"
"1687","Nebraska","Frontier County",2587,"31063"
"1688","Nebraska","Furnas County",4653,"31065"
"1689","Nebraska","Gage County",21431,"31067"
"1690","Nebraska","Garden County",1847,"31069"
"1691","Nebraska","Garfield County",1956,"31071"
"1692","Nebraska","Gosper County",1986,"31073"
"1693","Nebraska","Grant County",630,"31075"
"1694","Nebraska","Greeley County",2319,"31077"
"1695","Nebraska","Hall County",61028,"31079"
"1696","Nebraska","Hamilton County",9237,"31081"
"1697","Nebraska","Harlan County",3311,"31083"
"1698","Nebraska","Hayes County",916,"31085"
"1699","Nebraska","Hitchcock County",2773,"31087"
"1700","Nebraska","Holt County",9956,"31089"
"1701","Nebraska","Hooker County",647,"31091"
"1702","Nebraska","Howard County",6488,"31093"
"1703","Nebraska","Jefferson County",7099,"31095"
"1704","Nebraska","Johnson County",5057,"31097"
"1705","Nebraska","Kearney County",6652,"31099"
"1706","Nebraska","Keith County",7983,"31101"
"1707","Nebraska","Keya Paha County",759,"31103"
"1708","Nebraska","Kimball County",3495,"31105"
"1709","Nebraska","Knox County",8304,"31107"
"1710","Nebraska","Lancaster County",320650,"31109"
"1711","Nebraska","Lincoln County",34347,"31111"
"1712","Nebraska","Logan County",747,"31113"
"1713","Nebraska","Loup County",650,"31115"
"1714","Nebraska","McPherson County",474,"31117"
"1715","Nebraska","Madison County",34813,"31119"
"1716","Nebraska","Merrick County",7809,"31121"
"1717","Nebraska","Morrill County",4625,"31123"
"1718","Nebraska","Nance County",3532,"31125"
"1719","Nebraska","Nemaha County",7044,"31127"
"1720","Nebraska","Nuckolls County",4134,"31129"
"1721","Nebraska","Otoe County",15965,"31131"
"1722","Nebraska","Pawnee County",2601,"31133"
"1723","Nebraska","Perkins County",2867,"31135"
"1724","Nebraska","Phelps County",9006,"31137"
"1725","Nebraska","Pierce County",7184,"31139"
"1726","Nebraska","Platte County",33364,"31141"
"1727","Nebraska","Polk County",5201,"31143"
"1728","Nebraska","Red Willow County",10627,"31145"
"1729","Nebraska","Richardson County",7791,"31147"
"1730","Nebraska","Rock County",1377,"31149"
"1731","Nebraska","Saline County",13987,"31151"
"1732","Nebraska","Sarpy County",188856,"31153"
"1733","Nebraska","Saunders County",21927,"31155"
"1734","Nebraska","Scotts Bluff County",35299,"31157"
"1735","Nebraska","Seward County",17186,"31159"
"1736","Nebraska","Sheridan County",5150,"31161"
"1737","Nebraska","Sherman County",2986,"31163"
"1738","Nebraska","Sioux County",1200,"31165"
"1739","Nebraska","Stanton County",5880,"31167"
"1740","Nebraska","Thayer County",4887,"31169"
"1741","Nebraska","Thomas County",739,"31171"
"1742","Nebraska","Thurston County",7220,"31173"
"1743","Nebraska","Valley County",4103,"31175"
"1744","Nebraska","Washington County",20901,"31177"
"1745","Nebraska","Wayne County",9492,"31179"
"1746","Nebraska","Webster County",3419,"31181"
"1747","Nebraska","Wheeler County",790,"31183"
"1748","Nebraska","York County",13511,"31185"
"1749","Nevada","Churchill County",25363,"32001"
"1750","Nevada","Clark County",2315963,"32003"
"1751","Nevada","Douglas County",49088,"32005"
"1752","Nevada","Elko County",53006,"32007"
"1753","Nevada","Esmeralda County",886,"32009"
"1754","Nevada","Eureka County",2065,"32011"
"1755","Nevada","Humboldt County",16962,"32013"
"1756","Nevada","Lander County",5514,"32015"
"1757","Nevada","Lincoln County",5159,"32017"
"1758","Nevada","Lyon County",58319,"32019"
"1759","Nevada","Mineral County",4518,"32021"
"1760","Nevada","Nye County",48054,"32023"
"1761","Nevada","Pershing County",6573,"32027"
"1762","Nevada","Storey County",4207,"32029"
"1763","Nevada","Washoe County",477082,"32031"
"1764","Nevada","White Pine County",9466,"32033"
"1765","Nevada","Carson City",56034,"32510"
"1766","New Hampshire","Belknap County",61551,"33001"
"1767","New Hampshire","Carroll County",49167,"33003"
"1768","New Hampshire","Cheshire County",76228,"33005"
"1769","New Hampshire","Coos County",31174,"33007"
"1770","New Hampshire","Grafton County",90691,"33009"
"1771","New Hampshire","Hillsborough County",418735,"33011"
"1772","New Hampshire","Merrimack County",152622,"33013"
"1773","New Hampshire","Rockingham County",311307,"33015"
"1774","New Hampshire","Strafford County",131533,"33017"
"1775","New Hampshire","Sullivan County",43267,"33019"
"1776","New Jersey","Atlantic County",262945,"34001"
"1777","New Jersey","Bergen County",930394,"34003"
"1778","New Jersey","Burlington County",446596,"34005"
"1779","New Jersey","Camden County",506809,"34007"
"1780","New Jersey","Cape May County",91546,"34009"
"1781","New Jersey","Cumberland County",147008,"34011"
"1782","New Jersey","Essex County",800501,"34013"
"1783","New Jersey","Gloucester County",293245,"34015"
"1784","New Jersey","Hudson County",671666,"34017"
"1785","New Jersey","Hunterdon County",124797,"34019"
"1786","New Jersey","Mercer County",367239,"34021"
"1787","New Jersey","Middlesex County",822736,"34023"
"1788","New Jersey","Monmouth County",618381,"34025"
"1789","New Jersey","Morris County",491087,"34027"
"1790","New Jersey","Ocean County",614237,"34029"
"1791","New Jersey","Passaic County",500382,"34031"
"1792","New Jersey","Salem County",62451,"34033"
"1793","New Jersey","Somerset County",329331,"34035"
"1794","New Jersey","Sussex County",140002,"34037"
"1795","New Jersey","Union County",555394,"34039"
"1796","New Jersey","Warren County",105624,"34041"
"1797","New Mexico","Bernalillo County",681666,"35001"
"1798","New Mexico","Catron County",3623,"35003"
"1799","New Mexico","Chaves County",64711,"35005"
"1800","New Mexico","Cibola County",26354,"35006"
"1801","New Mexico","Colfax County",11927,"35007"
"1802","New Mexico","Curry County",48793,"35009"
"1803","New Mexico","De Baca County",1673,"35011"
"1804","New Mexico","Do<f1>a Ana County",221262,"35013"
"1805","New Mexico","Eddy County",58418,"35015"
"1806","New Mexico","Grant County",27007,"35017"
"1807","New Mexico","Guadalupe County",4275,"35019"
"1808","New Mexico","Harding County",638,"35021"
"1809","New Mexico","Hidalgo County",4106,"35023"
"1810","New Mexico","Lea County",71830,"35025"
"1811","New Mexico","Lincoln County",19939,"35027"
"1812","New Mexico","Los Alamos County",19462,"35028"
"1813","New Mexico","Luna County",23905,"35029"
"1814","New Mexico","McKinley County",70824,"35031"
"1815","New Mexico","Mora County",4478,"35033"
"1816","New Mexico","Otero County",67967,"35035"
"1817","New Mexico","Quay County",8197,"35037"
"1818","New Mexico","Rio Arriba County",38521,"35039"
"1819","New Mexico","Roosevelt County",18350,"35041"
"1820","New Mexico","Sandoval County",148904,"35043"
"1821","New Mexico","San Juan County",123312,"35045"
"1822","New Mexico","San Miguel County",27144,"35047"
"1823","New Mexico","Santa Fe County",151946,"35049"
"1824","New Mexico","Sierra County",10867,"35051"
"1825","New Mexico","Socorro County",16541,"35053"
"1826","New Mexico","Taos County",32593,"35055"
"1827","New Mexico","Torrance County",15486,"35057"
"1828","New Mexico","Union County",4026,"35059"
"1829","New Mexico","Valencia County",77574,"35061"
"1830","New York","Albany County",303654,"36001"
